"peak_id","chr","start","end","width","replicate_count","gene","gene_id","annotation","distance_to_TSS","nearest_DMR_distance","has_overlapping_DMR","has_nearby_DMR_5kb","overlapping_DMR_logFC","overlapping_DMR_direction"
"TEAD1_peak_174","chr1",29570139,29570388,250,2,"LINC01756","101928460","Distal Intergenic",-220025,114112,FALSE,FALSE,NA,NA
"TEAD1_peak_175","chr1",29575823,29576315,493,2,"LINC01756","101928460","Distal Intergenic",-225709,108185,FALSE,FALSE,NA,NA
"TEAD1_peak_176","chr1",29712028,29712312,285,2,"LINC01648","101929406","Distal Intergenic",325300,27027,FALSE,FALSE,NA,NA
"TEAD1_peak_177","chr1",29974194,29974776,583,3,"LINC01648","101929406","Distal Intergenic",62836,289193,FALSE,FALSE,NA,NA
"TEAD1_peak_178","chr1",29984450,29984628,179,2,"LINC01648","101929406","Distal Intergenic",52984,299449,FALSE,FALSE,NA,NA
"TEAD1_peak_179","chr1",30732848,30733109,262,3,"MIR4420","100616164","3' UTR",6123,847,FALSE,TRUE,NA,NA
"TEAD1_peak_180","chr1",30816533,30816741,209,2,"LINC01778","105378622","Distal Intergenic",-7476,28032,FALSE,FALSE,NA,NA
"TEAD1_peak_181","chr1",31007396,31007941,546,3,"PUM1","9698","Intron (ENST00000424085.6/9698, intron 3 of 17)",-12292,36559,FALSE,FALSE,NA,NA
"TEAD1_peak_182","chr1",31111206,31111554,349,3,"PUM1","9698","Distal Intergenic",-45215,0,TRUE,TRUE,6.16862210026361,"Hyper"
"TEAD1_peak_183","chr1",31855525,31855679,155,2,"SPOCD1","90853","Exon (ENST00000453837.1/ENST00000453837.1, exon 1 of 2)",-39503,33024,FALSE,FALSE,NA,NA
"TEAD1_peak_184","chr1",31984974,31985388,415,2,"KHDRBS1","10657","Intron (ENST00000641788.1/ENST00000641788.1, intron 1 of 1)",-28480,6473,FALSE,FALSE,NA,NA
"TEAD1_peak_185","chr1",32013474,32013714,241,2,"KHDRBS1","10657","Promoter (<=1kb)",-154,5473,FALSE,FALSE,NA,NA
"TEAD1_peak_186","chr1",32703342,32704234,893,2,"SYNC","81493","Promoter (<=1kb)",0,5841,FALSE,FALSE,NA,NA
"TEAD1_peak_187","chr1",32941597,32941760,164,2,"RNF19B","127544","Intron (ENST00000661031.1/ENST00000661031.1, intron 2 of 2)",22925,9740,FALSE,FALSE,NA,NA
"TEAD1_peak_188","chr1",32953322,32953793,472,3,"RNF19B","127544","Intron (ENST00000373456.11/127544, intron 1 of 8)",10892,1321,FALSE,TRUE,NA,NA
"TEAD1_peak_189","chr1",33060707,33061035,329,3,"AK2","204","Intron (ENST00000548559.1/204, intron 2 of 4)",19961,19706,FALSE,FALSE,NA,NA
"TEAD1_peak_190","chr1",33099123,33099853,731,3,"AZIN2","113451","Intron (ENST00000481886.5/113451, intron 7 of 8)",4479,14647,FALSE,FALSE,NA,NA
"TEAD1_peak_191","chr1",33244207,33244693,487,3,"ZNF362","149076","Distal Intergenic",-11799,36307,FALSE,FALSE,NA,NA
"TEAD1_peak_192","chr1",33261304,33261630,327,2,"ZNF362","149076","Exon (ENST00000602618.1/ENST00000602618.1, exon 1 of 1)",4685,19370,FALSE,FALSE,NA,NA
"TEAD1_peak_193","chr1",34067260,34067388,129,2,"CSMD2","114784","Intron (ENST00000373381.9/114784, intron 2 of 70)",97842,12259,FALSE,FALSE,NA,NA
"TEAD1_peak_194","chr1",34268237,34268602,366,3,"C1orf94","84970","Distal Intergenic",91330,29398,FALSE,FALSE,NA,NA
"TEAD1_peak_195","chr1",35607389,35607603,215,2,"TFAP2E","339488","Intron (ENST00000373237.4/5690, intron 4 of 5)",19432,15388,FALSE,FALSE,NA,NA
"TEAD1_peak_196","chr1",35613672,35614043,372,3,"PSMB2","5690","Intron (ENST00000373237.4/5690, intron 3 of 5)",17494,21671,FALSE,FALSE,NA,NA
"TEAD1_peak_197","chr1",36350938,36351742,805,3,"STK40","83931","Intron (ENST00000359297.6/83931, intron 5 of 8)",9598,13937,FALSE,FALSE,NA,NA
"TEAD1_peak_198","chr1",38000609,38000933,325,2,"FHL3","2275","Promoter (1-2kb)",-1177,24108,FALSE,FALSE,NA,NA
"TEAD1_peak_199","chr1",38138619,38138949,331,3,"LINC02786","105378655","Promoter (1-2kb)",1644,162118,FALSE,FALSE,NA,NA
"TEAD1_peak_200","chr1",38444420,38444554,135,2,"LINC01685","105378656","Distal Intergenic",-30271,441446,FALSE,FALSE,NA,NA
"TEAD1_peak_201","chr1",39047375,39047659,285,2,"NDUFS5","4725","Distal Intergenic",21025,841,FALSE,TRUE,NA,NA
"TEAD1_peak_202","chr1",39110829,39111136,308,2,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",5324,35328,FALSE,FALSE,NA,NA
"TEAD1_peak_203","chr1",39132925,39133137,213,2,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",-25727,33863,FALSE,FALSE,NA,NA
"TEAD1_peak_204","chr1",39154837,39155001,165,2,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",-3863,11999,FALSE,FALSE,NA,NA
"TEAD1_peak_205","chr1",39155009,39155223,215,2,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",-3641,11777,FALSE,FALSE,NA,NA
"TEAD1_peak_206","chr1",39159280,39159762,483,3,"MACF1","23499","Promoter (<=1kb)",416,7238,FALSE,FALSE,NA,NA
"TEAD1_peak_207","chr1",39173470,39173977,508,3,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",14606,5469,FALSE,FALSE,NA,NA
"TEAD1_peak_208","chr1",39178629,39178808,180,3,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",19765,10628,FALSE,FALSE,NA,NA
"TEAD1_peak_209","chr1",39195324,39195499,176,2,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 2 of 93)",-9196,27323,FALSE,FALSE,NA,NA
"TEAD1_peak_210","chr1",39214311,39214491,181,2,"MACF1","23499","Promoter (<=1kb)",-771,46310,FALSE,FALSE,NA,NA
"TEAD1_peak_211","chr1",39288839,39289315,477,3,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 15 of 93)",3194,7185,FALSE,FALSE,NA,NA
"TEAD1_peak_212","chr1",39398435,39398798,364,3,"MACF1","23499","Intron (ENST00000361689.7/23499, intron 53 of 93)",-10705,4702,FALSE,TRUE,NA,NA
"TEAD1_peak_213","chr1",39893032,39893576,545,3,"MYCL-AS1","105378668","Distal Intergenic",-4169,1031,FALSE,TRUE,NA,NA
"TEAD1_peak_214","chr1",39952636,39952806,171,3,"MFSD2A","84879","Promoter (2-3kb)",-2306,10694,FALSE,FALSE,NA,NA
"TEAD1_peak_215","chr1",39987578,39988163,586,3,"MFSD2A","84879","Distal Intergenic",19959,1337,FALSE,TRUE,NA,NA
"TEAD1_peak_216","chr1",40030837,40031021,185,3,"CAP1","10487","Distal Intergenic",-9212,40836,FALSE,FALSE,NA,NA
"TEAD1_peak_217","chr1",40267842,40267997,156,2,"ZMPSTE24","10269","3' UTR",9603,13841,FALSE,FALSE,NA,NA
"TEAD1_peak_218","chr1",40392066,40392551,486,3,"SMAP2","64744","Promoter (<=1kb)",-794,12449,FALSE,FALSE,NA,NA
"TEAD1_peak_219","chr1",40967667,40968313,647,3,"CTPS1","1503","Distal Intergenic",-10987,3166,FALSE,TRUE,NA,NA
"TEAD1_peak_220","chr1",41102298,41102463,166,2,"SCMH1","22955","Intron (ENST00000326197.11/22955, intron 7 of 14)",-31667,26797,FALSE,FALSE,NA,NA
"TEAD1_peak_221","chr1",41496302,41496487,186,2,"EDN2","1907","Distal Intergenic",-11619,301,FALSE,TRUE,NA,NA
"TEAD1_peak_222","chr1",41498910,41499075,166,2,"EDN2","1907","Distal Intergenic",-14227,2909,FALSE,TRUE,NA,NA
"TEAD1_peak_223","chr1",41629064,41630039,976,3,"HIVEP3","59269","Promoter (<=1kb)",-248,24063,FALSE,FALSE,NA,NA
"TEAD1_peak_224","chr1",41665314,41665516,203,2,"HIVEP3","59269","Promoter (2-3kb)",-2989,46484,FALSE,FALSE,NA,NA
"TEAD1_peak_225","chr1",41713787,41714133,347,2,"HIVEP3","59269","Intron (ENST00000372584.5/59269, intron 1 of 7)",-51462,1286,FALSE,TRUE,NA,NA
"TEAD1_peak_226","chr1",41843531,41843828,298,2,"HIVEP3","59269","Intron (ENST00000372584.5/59269, intron 1 of 7)",25802,12172,FALSE,FALSE,NA,NA
"TEAD1_peak_227","chr1",41862271,41862569,299,3,"HIVEP3","59269","Intron (ENST00000372584.5/59269, intron 1 of 7)",7061,5770,FALSE,FALSE,NA,NA
"TEAD1_peak_228","chr1",41862824,41862992,169,2,"HIVEP3","59269","Intron (ENST00000372584.5/59269, intron 1 of 7)",6638,6323,FALSE,FALSE,NA,NA
"TEAD1_peak_229","chr1",41955574,41955853,280,3,"HIVEP3","59269","Intron (ENST00000489103.5/59269, intron 1 of 3)",-36652,70147,FALSE,FALSE,NA,NA
"TEAD1_peak_230","chr1",42165771,42165974,204,2,"GUCA2A","2980","Promoter (1-2kb)",-1026,19270,FALSE,FALSE,NA,NA
"TEAD1_peak_231","chr1",42844709,42844929,221,3,"ZNF691-DT","122152325","Promoter (1-2kb)",1433,6071,FALSE,FALSE,NA,NA
"TEAD1_peak_232","chr1",42940857,42941482,626,3,"SLC2A1","6513","Promoter (1-2kb)",1756,5356,FALSE,FALSE,NA,NA
"TEAD1_peak_233","chr1",42949989,42950549,561,3,"SLC2A1","6513","Intron (ENST00000426263.10/6513, intron 1 of 9)",-6751,13951,FALSE,FALSE,NA,NA
"TEAD1_peak_234","chr1",42953331,42953513,183,2,"SLC2A1","6513","Intron (ENST00000426263.10/6513, intron 1 of 9)",5161,10987,FALSE,FALSE,NA,NA
"TEAD1_peak_235","chr1",43472592,43473051,460,3,"HYI","81888","Distal Intergenic",-18603,20091,FALSE,FALSE,NA,NA
"TEAD1_peak_236","chr1",43766778,43766986,209,2,"ST3GAL3","6487","Intron (ENST00000645057.1/9682, intron 16 of 25)",-25116,46777,FALSE,FALSE,NA,NA
"TEAD1_peak_237","chr1",43822099,43822274,176,2,"ST3GAL3","6487","Intron (ENST00000645057.1/9682, intron 18 of 25)",7172,11226,FALSE,FALSE,NA,NA
"TEAD1_peak_238","chr1",43834230,43834763,534,3,"ST3GAL3","6487","Intron (ENST00000645057.1/9682, intron 18 of 25)",-3487,229,FALSE,TRUE,NA,NA
"TEAD1_peak_239","chr1",43835058,43835738,681,3,"ST3GAL3","6487","Promoter (2-3kb)",-2512,1057,FALSE,TRUE,NA,NA
"TEAD1_peak_240","chr1",43836453,43836617,165,2,"ST3GAL3","6487","Promoter (1-2kb)",-1633,2452,FALSE,TRUE,NA,NA
"TEAD1_peak_241","chr1",43839047,43839427,381,3,"MIR6079","102464830","Promoter (<=1kb)",425,5046,FALSE,FALSE,NA,NA
"TEAD1_peak_242","chr1",43841507,43841950,444,3,"MIR6079","102464830","Promoter (2-3kb)",2885,2550,FALSE,TRUE,NA,NA
"TEAD1_peak_243","chr1",43858369,43858547,179,3,"MIR6079","102464830","Intron (ENST00000645057.1/9682, intron 19 of 25)",19747,13368,FALSE,FALSE,NA,NA
"TEAD1_peak_244","chr1",44327888,44328248,361,3,"ERI3","79033","Intron (ENST00000372257.7/79033, intron 3 of 8)",-4845,17887,FALSE,FALSE,NA,NA
"TEAD1_peak_245","chr1",44423723,44423874,152,2,"RNF220","55182","Intron (ENST00000355387.6/55182, intron 2 of 14)",11025,8626,FALSE,FALSE,NA,NA
"TEAD1_peak_246","chr1",44472734,44472907,174,2,"RNF220","55182","Intron (ENST00000355387.6/55182, intron 2 of 14)",60036,8093,FALSE,FALSE,NA,NA
"TEAD1_peak_247","chr1",44515293,44515842,550,3,"MIR5584","100847089","Intron (ENST00000355387.6/55182, intron 2 of 14)",-29651,7292,FALSE,FALSE,NA,NA
"TEAD1_peak_248","chr1",44672464,44672659,196,3,"TMEM53","79639","Promoter (1-2kb)",1743,8341,FALSE,FALSE,NA,NA
"TEAD1_peak_249","chr1",44707380,44707715,336,3,"ARMH1","339541","Intron (ENST00000424484.5/339541, intron 4 of 5)",6407,3379,FALSE,TRUE,NA,NA
"TEAD1_peak_250","chr1",44807574,44807753,180,2,"DYNLT4","343521","Promoter (<=1kb)",-223,2573,FALSE,TRUE,NA,NA
"TEAD1_peak_251","chr1",45272959,45273322,364,2,"LINC01144","400752","Intron (ENST00000464588.1/57643, intron 2 of 2)",-30588,35678,FALSE,FALSE,NA,NA
"TEAD1_peak_252","chr1",45442260,45442626,367,2,"TESK2","10420","Intron (ENST00000671898.1/4595, intron 2 of 20)",14995,0,TRUE,TRUE,5.54189717622781,"Hyper"
"TEAD1_peak_253","chr1",45872225,45872514,290,3,"MAST2","23139","Intron (ENST00000470809.1/23139, intron 3 of 4)",-41074,33724,FALSE,FALSE,NA,NA
"TEAD1_peak_254","chr1",47374347,47374589,243,2,"LINC01389","102724077","Intron (ENST00000371873.10/51727, intron 3 of 5)",33888,23346,FALSE,FALSE,NA,NA
"TEAD1_peak_255","chr1",47395488,47395714,227,2,"LINC01389","102724077","Intron (ENST00000420876.1/102724077, intron 1 of 2)",12763,36786,FALSE,FALSE,NA,NA
"TEAD1_peak_256","chr1",47570001,47570205,205,2,"LINC01738","107984953","Distal Intergenic",-118258,125500,FALSE,FALSE,NA,NA
"TEAD1_peak_257","chr1",47578507,47578763,257,2,"LINC01738","107984953","Distal Intergenic",-109700,134006,FALSE,FALSE,NA,NA
"TEAD1_peak_258","chr1",48047036,48047661,626,3,"LINC02794","105379778","Promoter (2-3kb)",-2998,219839,FALSE,FALSE,NA,NA
"TEAD1_peak_259","chr1",48052580,48052841,262,3,"LINC02794","105379778","Promoter (<=1kb)",-704,214659,FALSE,FALSE,NA,NA
"TEAD1_peak_260","chr1",48494103,48494803,701,3,"SPATA6","54558","Distal Intergenic",-21895,226102,FALSE,FALSE,NA,NA
"TEAD1_peak_261","chr1",48523497,48523705,209,2,"SPATA6","54558","Distal Intergenic",-51289,255496,FALSE,FALSE,NA,NA
"TEAD1_peak_262","chr1",48525130,48525308,179,2,"SPATA6","54558","Distal Intergenic",-52922,257129,FALSE,FALSE,NA,NA
"TEAD1_peak_263","chr1",49163151,49163325,175,2,"AGBL4-AS1","101929721","Intron (ENST00000456002.2/105378706, intron 2 of 3)",-94086,184175,FALSE,FALSE,NA,NA
"TEAD1_peak_264","chr1",51264645,51264736,92,2,"RNF11","26994","Intron (ENST00000242719.4/26994, intron 1 of 2)",-5182,21264,FALSE,FALSE,NA,NA
"TEAD1_peak_265","chr1",51524020,51524197,178,2,"EPS15","2060","Intron (ENST00000702775.1/105378720, intron 1 of 2)",-4692,93303,FALSE,FALSE,NA,NA
"TEAD1_peak_266","chr1",51558424,51558820,397,3,"OSBPL9","114883","Intron (ENST00000702775.1/105378720, intron 1 of 2)",-18359,58680,FALSE,FALSE,NA,NA
"TEAD1_peak_267","chr1",51569893,51570075,183,2,"OSBPL9","114883","Intron (ENST00000431943.1/441884, intron 2 of 6)",-7104,47425,FALSE,FALSE,NA,NA
"TEAD1_peak_268","chr1",51660918,51661480,563,3,"OSBPL9","114883","Intron (ENST00000371714.5/114883, intron 5 of 25)",43804,8020,FALSE,FALSE,NA,NA
"TEAD1_peak_269","chr1",52708169,52708749,581,3,"COA7","65260","Distal Intergenic",-9822,36168,FALSE,FALSE,NA,NA
"TEAD1_peak_270","chr1",53449140,53449479,340,3,"SLC25A3P1","163742","Distal Intergenic",-9120,21021,FALSE,FALSE,NA,NA
"TEAD1_peak_271","chr1",53572566,53572739,174,2,"DMRTB1","63948","Intron (ENST00000312233.4/148979, intron 3 of 9)",112590,21065,FALSE,FALSE,NA,NA
"TEAD1_peak_272","chr1",53838388,53838667,280,2,"NDC1","55706","Promoter (<=1kb)",0,53387,FALSE,FALSE,NA,NA
"TEAD1_peak_273","chr1",53871094,53871484,391,2,"YIPF1","54432","5' UTR",18249,86093,FALSE,FALSE,NA,NA
"TEAD1_peak_274","chr1",53896814,53897147,334,3,"DIO1","1733","Promoter (2-3kb)",2603,61353,FALSE,FALSE,NA,NA
"TEAD1_peak_275","chr1",53971870,53972011,142,3,"LRRC42","115353","Distal Intergenic",9917,12869,FALSE,FALSE,NA,NA
"TEAD1_peak_276","chr1",54053347,54053573,227,2,"TMEM59","9528","Promoter (<=1kb)",0,1846,FALSE,TRUE,NA,NA
"TEAD1_peak_277","chr1",54153683,54153874,192,2,"CDCP2","200008","Promoter (<=1kb)",0,32682,FALSE,FALSE,NA,NA
"TEAD1_peak_278","chr1",54881114,54881451,338,3,"DHCR24","1718","Intron (ENST00000658428.1/ENST00000658428.1, intron 3 of 3)",5039,24613,FALSE,FALSE,NA,NA
"TEAD1_peak_279","chr1",54882512,54882610,99,2,"DHCR24","1718","Intron (ENST00000658428.1/ENST00000658428.1, intron 3 of 3)",3880,26011,FALSE,FALSE,NA,NA
"TEAD1_peak_280","chr1",54904337,54904870,534,3,"LOC124904184","124904184","Intron (ENST00000715513.1/199964, intron 1 of 1)",16930,47836,FALSE,FALSE,NA,NA
"TEAD1_peak_281","chr1",54934869,54935380,512,3,"LOC105378736","105378736","Intron (ENST00000715513.1/199964, intron 1 of 1)",45072,60120,FALSE,FALSE,NA,NA
"TEAD1_peak_282","chr1",54937320,54937543,224,2,"LOC105378736","105378736","Intron (ENST00000715513.1/199964, intron 1 of 1)",42909,57957,FALSE,FALSE,NA,NA
"TEAD1_peak_283","chr1",55081268,55081494,227,2,"USP24","23358","Exon (ENST00000294383.7/23358, exon 59 of 68)",4930,10267,FALSE,FALSE,NA,NA
"TEAD1_peak_284","chr1",55156084,55156366,283,2,"USP24","23358","Promoter (2-3kb)",-2167,85083,FALSE,FALSE,NA,NA
"TEAD1_peak_285","chr1",55429148,55429523,376,3,"MIR4422","100616272","Intron (ENST00000643167.1/ENST00000643167.1, intron 1 of 3)",203507,358147,FALSE,FALSE,NA,NA
"TEAD1_peak_286","chr1",55506898,55507243,346,2,"MIR4422","100616272","Intron (ENST00000643167.1/ENST00000643167.1, intron 1 of 3)",281257,435897,FALSE,FALSE,NA,NA
"TEAD1_peak_287","chr1",55573077,55573387,311,3,"LOC105378737","105378737","Intron (ENST00000643167.1/ENST00000643167.1, intron 1 of 3)",-250429,502076,FALSE,FALSE,NA,NA
"TEAD1_peak_288","chr1",55580666,55581228,563,3,"LOC105378737","105378737","Exon (ENST00000422374.1/ENST00000422374.1, exon 1 of 3)",-242588,509665,FALSE,FALSE,NA,NA
"TEAD1_peak_289","chr1",55718976,55719171,196,2,"LOC105378737","105378737","Intron (ENST00000643167.1/ENST00000643167.1, intron 3 of 3)",-104645,647975,FALSE,FALSE,NA,NA
"TEAD1_peak_290","chr1",57411333,57411802,470,3,"DAB1","1600","Intron (ENST00000371236.7/1600, intron 1 of 14)",12255,3332,FALSE,TRUE,NA,NA
"TEAD1_peak_291","chr1",57489711,57490034,324,3,"DAB1","1600","Intron (ENST00000485760.5/1600, intron 7 of 20)",-65651,13210,FALSE,FALSE,NA,NA
"TEAD1_peak_292","chr1",58570837,58571012,176,2,"TACSTD2","4070","Distal Intergenic",6240,15336,FALSE,FALSE,NA,NA
"TEAD1_peak_293","chr1",58665098,58665242,145,2,"MYSM1","114803","Intron (ENST00000655340.1/114803, intron 17 of 20)",-3404,27758,FALSE,FALSE,NA,NA
"TEAD1_peak_294","chr1",58727438,58727761,324,3,"LOC105378751","105378751","Intron (ENST00000637377.1/112268263, intron 3 of 6)",9018,33937,FALSE,FALSE,NA,NA
"TEAD1_peak_295","chr1",58764266,58764741,476,3,"JUN","3725","Intron (ENST00000636386.1/105378751, intron 1 of 3)",19306,70765,FALSE,FALSE,NA,NA
"TEAD1_peak_296","chr1",58848909,58849278,370,2,"LOC101926907","101926907","Intron (ENST00000653297.1/100131060, intron 1 of 1)",34474,101722,FALSE,FALSE,NA,NA
"TEAD1_peak_297","chr1",58874728,58875297,570,3,"LINC02777","105378753","Intron (ENST00000653297.1/100131060, intron 1 of 1)",10365,75703,FALSE,FALSE,NA,NA
"TEAD1_peak_298","chr1",58883350,58883619,270,3,"LINC02777","105378753","Promoter (2-3kb)",2043,67381,FALSE,FALSE,NA,NA
"TEAD1_peak_299","chr1",59013488,59013810,323,3,"LINC01358","101926925","Intron (ENST00000715609.1/100131060, intron 3 of 6)",-6556,61987,FALSE,FALSE,NA,NA
"TEAD1_peak_300","chr1",59128049,59129274,1226,3,"HSD52","729467","Intron (ENST00000715609.1/100131060, intron 3 of 6)",17553,176548,FALSE,FALSE,NA,NA
"TEAD1_peak_301","chr1",59143130,59143413,284,2,"HSD52","729467","Intron (ENST00000715609.1/100131060, intron 4 of 6)",3414,191629,FALSE,FALSE,NA,NA
"TEAD1_peak_302","chr1",59150808,59151441,634,3,"HSD52","729467","Promoter (<=1kb)",0,199307,FALSE,FALSE,NA,NA
"TEAD1_peak_303","chr1",59163803,59164091,289,3,"HSD52","729467","Intron (ENST00000715609.1/100131060, intron 4 of 6)",-12562,212302,FALSE,FALSE,NA,NA
"TEAD1_peak_304","chr1",59367759,59368132,374,3,"FGGY","55277","Intron (ENST00000413489.5/55277, intron 4 of 4)",-25076,67868,FALSE,FALSE,NA,NA
"TEAD1_peak_305","chr1",59415971,59416170,200,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 4 of 16)",22763,19830,FALSE,FALSE,NA,NA
"TEAD1_peak_306","chr1",59455279,59455477,199,2,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 4 of 16)",-56839,18778,FALSE,FALSE,NA,NA
"TEAD1_peak_307","chr1",59505702,59505892,191,2,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 5 of 16)",-6424,1608,FALSE,TRUE,NA,NA
"TEAD1_peak_308","chr1",59561852,59562183,332,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 7 of 16)",7934,2817,FALSE,TRUE,NA,NA
"TEAD1_peak_309","chr1",59571381,59571647,267,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 7 of 16)",17463,5880,FALSE,FALSE,NA,NA
"TEAD1_peak_310","chr1",59600818,59601416,599,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 7 of 16)",-24599,35317,FALSE,FALSE,NA,NA
"TEAD1_peak_311","chr1",59669826,59670463,638,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 11 of 16)",-3194,3825,FALSE,TRUE,NA,NA
"TEAD1_peak_312","chr1",59670902,59671115,214,2,"FGGY","55277","Promoter (2-3kb)",-2542,4901,FALSE,TRUE,NA,NA
"TEAD1_peak_313","chr1",59678027,59678287,261,2,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 12 of 16)",4341,12026,FALSE,FALSE,NA,NA
"TEAD1_peak_314","chr1",59678862,59679127,266,3,"FGGY","55277","Intron (ENST00000634606.1/55277, intron 12 of 16)",5176,12861,FALSE,FALSE,NA,NA
"TEAD1_peak_315","chr1",59731085,59731346,262,2,"MIR4711","100616409","Promoter (1-2kb)",1950,65084,FALSE,FALSE,NA,NA
"TEAD1_peak_316","chr1",59738567,59739145,579,3,"MIR4711","100616409","Intron (ENST00000634606.1/55277, intron 12 of 16)",-5271,72566,FALSE,FALSE,NA,NA
"TEAD1_peak_317","chr1",59752770,59753134,365,3,"FGGY","55277","Promoter (2-3kb)",-2538,86769,FALSE,FALSE,NA,NA
"TEAD1_peak_318","chr1",59994543,59995140,598,3,"C1orf87","127795","Intron (ENST00000486478.5/127795, intron 3 of 5)",13705,328542,FALSE,FALSE,NA,NA
"TEAD1_peak_319","chr1",60449008,60449182,175,2,"LINC01748","105378763","Distal Intergenic",152495,263318,FALSE,FALSE,NA,NA
"TEAD1_peak_320","chr1",61287146,61288199,1054,3,"NFIA","4774","Intron (ENST00000371191.5/4774, intron 3 of 10)",9840,131145,FALSE,FALSE,NA,NA
"TEAD1_peak_321","chr1",61338028,61338375,348,3,"NFIA","4774","Intron (ENST00000371191.5/4774, intron 4 of 10)",60722,159625,FALSE,FALSE,NA,NA
"TEAD1_peak_322","chr1",61453249,61453585,337,2,"NFIA","4774","Intron (ENST00000371191.5/4774, intron 10 of 10)",46577,44415,FALSE,FALSE,NA,NA
"TEAD1_peak_323","chr1",61951738,61952559,822,3,"PATJ","10207","Promoter (<=1kb)",0,1237,FALSE,TRUE,NA,NA
"TEAD1_peak_324","chr1",62296057,62296429,373,3,"KANK4","163782","Intron (ENST00000371153.9/163782, intron 1 of 9)",22872,23571,FALSE,FALSE,NA,NA
"TEAD1_peak_325","chr1",62299794,62300409,616,3,"KANK4","163782","Intron (ENST00000371153.9/163782, intron 1 of 9)",18892,19591,FALSE,FALSE,NA,NA
"TEAD1_peak_326","chr1",62875590,62876036,447,3,"ATG4C","84938","Distal Intergenic",54407,14089,FALSE,FALSE,NA,NA
"TEAD1_peak_327","chr1",63124710,63125102,393,3,"LINC00466","199899","Distal Intergenic",35308,26209,FALSE,FALSE,NA,NA
"TEAD1_peak_328","chr1",63134737,63134972,236,2,"LINC00466","199899","Distal Intergenic",25438,29028,FALSE,FALSE,NA,NA
"TEAD1_peak_329","chr1",63826547,63826756,210,3,"ROR1","4919","Intron (ENST00000371079.6/4919, intron 1 of 8)",51257,80546,FALSE,FALSE,NA,NA
"TEAD1_peak_330","chr1",63984158,63984395,238,2,"ROR1-AS1","101927034","Intron (ENST00000371079.6/4919, intron 1 of 8)",123966,238157,FALSE,FALSE,NA,NA
"TEAD1_peak_331","chr1",63984458,63984513,56,2,"ROR1-AS1","101927034","Intron (ENST00000371079.6/4919, intron 1 of 8)",123848,238457,FALSE,FALSE,NA,NA
"TEAD1_peak_332","chr1",64039571,64039833,263,3,"ROR1-AS1","101927034","Intron (ENST00000371079.6/4919, intron 2 of 8)",68528,293570,FALSE,FALSE,NA,NA
"TEAD1_peak_333","chr1",64343315,64343766,452,3,"LOC124904732","124904732","Distal Intergenic",40693,8314,FALSE,FALSE,NA,NA
"TEAD1_peak_334","chr1",64484646,64484955,310,2,"CACHD1","57685","Intron (ENST00000651257.2/57685, intron 1 of 26)",13853,149645,FALSE,FALSE,NA,NA
"TEAD1_peak_335","chr1",64517015,64517575,561,3,"CACHD1","57685","Intron (ENST00000651257.2/57685, intron 1 of 26)",11100,182014,FALSE,FALSE,NA,NA
"TEAD1_peak_336","chr1",64917449,64917863,415,3,"JAK1","3716","Intron (ENST00000342505.5/3716, intron 1 of 24)",-48041,51637,FALSE,FALSE,NA,NA
"TEAD1_peak_337","chr1",65247709,65248256,548,3,"DNAJC6","9829","Promoter (<=1kb)",0,85208,FALSE,FALSE,NA,NA
"TEAD1_peak_338","chr1",65254299,65254487,189,2,"DNAJC6","9829","Promoter (<=1kb)",0,91798,FALSE,FALSE,NA,NA
"TEAD1_peak_339","chr1",65425784,65426096,313,3,"LEPROT","54741","Intron (ENST00000475108.5/54741, intron 2 of 2)",5068,263283,FALSE,FALSE,NA,NA
"TEAD1_peak_340","chr1",65469779,65470040,262,2,"LEPROT","54741","Intron (ENST00000371059.7/3953, intron 2 of 19)",49063,307278,FALSE,FALSE,NA,NA
"TEAD1_peak_341","chr1",65470087,65470267,181,2,"LEPROT","54741","Intron (ENST00000371059.7/3953, intron 2 of 19)",49371,307586,FALSE,FALSE,NA,NA
