"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:0048009","insulin-like growth factor receptor signaling pathway","12/2235",0.0366579062293372,0.185853021092794,0.150234002894247,12,"proliferation","TES-only",0.00536912751677852
"GO:0051302","regulation of cell division","33/2235",0.0368815698940659,0.186036500435831,0.150382318138147,33,"proliferation","TES-only",0.0147651006711409
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","18/2235",0.036890328419989,0.186036500435831,0.150382318138147,18,"apoptosis","TES-only",0.00805369127516779
"GO:1990266","neutrophil migration","18/2235",0.036890328419989,0.186036500435831,0.150382318138147,18,"migration","TES-only",0.00805369127516779
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","9/2235",0.0374318268980371,0.186036500435831,0.150382318138147,9,"apoptosis","TES-only",0.00402684563758389
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","15/2235",0.0378759199593724,0.186644295466746,0.150873628313772,15,"proliferation","TES-only",0.00671140939597315
"GO:0010660","regulation of muscle cell apoptotic process","17/2235",0.0388681085947496,0.190154526429383,0.153711118097364,17,"apoptosis","TES-only",0.00760626398210291
"GO:1901623","regulation of lymphocyte chemotaxis","6/2235",0.0388833221284912,0.190154526429383,0.153711118097364,6,"migration","TES-only",0.00268456375838926
"GO:2001234","negative regulation of apoptotic signaling pathway","42/2235",0.0422873751527936,0.201200104481053,0.162639794075973,42,"apoptosis","TES-only",0.0187919463087248
"GO:0021795","cerebral cortex cell migration","12/2235",0.042547041886325,0.201200104481053,0.162639794075973,12,"migration","TES-only",0.00536912751677852
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","7/2235",0.0426682980192579,0.201200104481053,0.162639794075973,7,"migration","TES-only",0.00313199105145414
"GO:1900117","regulation of execution phase of apoptosis","7/2235",0.0426682980192579,0.201200104481053,0.162639794075973,7,"apoptosis","TES-only",0.00313199105145414
"GO:2001235","positive regulation of apoptotic signaling pathway","29/2235",0.0439080355174681,0.202598731902398,0.163770372394425,29,"apoptosis","TES-only",0.0129753914988814
"GO:0046633","alpha-beta T cell proliferation","10/2235",0.0446362214224392,0.204854658210285,0.165593946945302,10,"proliferation","TES-only",0.00447427293064877
"GO:0060251","regulation of glial cell proliferation","10/2235",0.0446362214224392,0.204854658210285,0.165593946945302,10,"proliferation","TES-only",0.00447427293064877
"GO:0043276","anoikis","9/2235",0.044962065500292,0.204854658210285,0.165593946945302,9,"apoptosis","TES-only",0.00402684563758389
"GO:0072203","cell proliferation involved in metanephros development","4/2235",0.047298324291516,0.207825970371813,0.167995802547378,4,"proliferation","TES-only",0.00178970917225951
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","4/2235",0.047298324291516,0.207825970371813,0.167995802547378,4,"migration","TES-only",0.00178970917225951
"GO:0061351","neural precursor cell proliferation","31/2235",0.0486944035890155,0.213475087540658,0.172562257696205,31,"proliferation","TES-only",0.0138702460850112
"GO:0001937","negative regulation of endothelial cell proliferation","12/2235",0.0490624813257353,0.213795936656097,0.172821615583712,12,"proliferation","TES-only",0.00536912751677852
"GO:0046641","positive regulation of alpha-beta T cell proliferation","6/2235",0.0499543350537802,0.21536294013151,0.174088300425725,6,"proliferation","TES-only",0.00268456375838926
"GO:0060973","cell migration involved in heart development","6/2235",0.0499543350537802,0.21536294013151,0.174088300425725,6,"migration","TES-only",0.00268456375838926
"GO:0010837","regulation of keratinocyte proliferation","10/2235",0.052386841433382,0.222191399226115,0.179608074800929,10,"proliferation","TES-only",0.00447427293064877
"GO:0006312","mitotic recombination","7/2235",0.0528279206091057,0.222191399226115,0.179608074800929,7,"proliferation","TES-only",0.00313199105145414
"GO:0033028","myeloid cell apoptotic process","9/2235",0.0534384104929867,0.223140950942637,0.180375643466153,9,"apoptosis","TES-only",0.00402684563758389
"GO:0046621","negative regulation of organ growth","9/2235",0.0534384104929867,0.223140950942637,0.180375643466153,9,"proliferation","TES-only",0.00402684563758389
"GO:0071674","mononuclear cell migration","35/2235",0.0537603731588723,0.22351983105481,0.180681910620349,35,"migration","TES-only",0.0156599552572707
"GO:2000177","regulation of neural precursor cell proliferation","20/2235",0.0551257981622912,0.228215295746816,0.184477482260675,20,"proliferation","TES-only",0.00894854586129754
"GO:0042129","regulation of T cell proliferation","29/2235",0.0553595876772447,0.229019692245377,0.185127714929385,29,"proliferation","TES-only",0.0129753914988814
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","31/2235",0.0563424272927174,0.232422530794994,0.187878394221579,31,"proliferation","TES-only",0.0138702460850112
"GO:0007405","neuroblast proliferation","16/2235",0.0576036738198487,0.234603543439491,0.18964141242822,16,"proliferation","TES-only",0.00715883668903803
"GO:0014857","regulation of skeletal muscle cell proliferation","5/2235",0.0579632547842742,0.234603543439491,0.18964141242822,5,"proliferation","TES-only",0.00223713646532438
"GO:0035729","cellular response to hepatocyte growth factor stimulus","5/2235",0.0579632547842742,0.234603543439491,0.18964141242822,5,"proliferation","TES-only",0.00223713646532438
"GO:0001936","regulation of endothelial cell proliferation","27/2235",0.058399697385752,0.236040588736837,0.190803045777472,27,"proliferation","TES-only",0.0120805369127517
"GO:2000106","regulation of leukocyte apoptotic process","17/2235",0.0602529611857346,0.242854186850077,0.196310807301314,17,"apoptosis","TES-only",0.00760626398210291
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","13/2235",0.060827799138961,0.244930089272043,0.197988859821721,13,"apoptosis","TES-only",0.0058165548098434
"GO:0046640","regulation of alpha-beta T cell proliferation","9/2235",0.0628906602582229,0.250354035345019,0.202373298262562,9,"proliferation","TES-only",0.00402684563758389
"GO:0034391","regulation of smooth muscle cell apoptotic process","8/2235",0.0641698923551197,0.252372684656414,0.204005070319359,8,"apoptosis","TES-only",0.00357941834451902
"GO:0010820","positive regulation of T cell chemotaxis","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"migration","TES-only",0.00178970917225951
"GO:0034350","regulation of glial cell apoptotic process","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"apoptosis","TES-only",0.00178970917225951
"GO:0048012","hepatocyte growth factor receptor signaling pathway","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"proliferation","TES-only",0.00178970917225951
"GO:0060767","epithelial cell proliferation involved in prostate gland development","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"proliferation","TES-only",0.00178970917225951
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"apoptosis","TES-only",0.00178970917225951
"GO:1903588","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","4/2235",0.0658779732016915,0.252372684656414,0.204005070319359,4,"proliferation","TES-only",0.00178970917225951
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","28/2235",0.068409462158925,0.260126546984559,0.210272892970821,28,"proliferation","TES-only",0.0125279642058166
"GO:0022029","telencephalon cell migration","13/2235",0.0686045065206639,0.260126546984559,0.210272892970821,13,"migration","TES-only",0.0058165548098434
"GO:0038084","vascular endothelial growth factor signaling pathway","10/2235",0.0704335230155649,0.265786879304019,0.214848413869346,10,"proliferation","TES-only",0.00447427293064877
"GO:1902033","regulation of hematopoietic stem cell proliferation","5/2235",0.0744264645600917,0.276182657996501,0.22325182553837,5,"proliferation","TES-only",0.00223713646532438
"GO:2001224","positive regulation of neuron migration","5/2235",0.0744264645600917,0.276182657996501,0.22325182553837,5,"migration","TES-only",0.00223713646532438
"GO:0034612","response to tumor necrosis factor","40/2235",0.0773168158825943,0.279306102552113,0.225776657126517,40,"apoptosis","TES-only",0.0178970917225951
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","6/2235",0.0773318870995708,0.279306102552113,0.225776657126517,6,"proliferation","TES-only",0.00268456375838926
"GO:0060396","growth hormone receptor signaling pathway","6/2235",0.0773318870995708,0.279306102552113,0.225776657126517,6,"proliferation","TES-only",0.00268456375838926
"GO:0072111","cell proliferation involved in kidney development","6/2235",0.0773318870995708,0.279306102552113,0.225776657126517,6,"proliferation","TES-only",0.00268456375838926
"GO:0044346","fibroblast apoptotic process","7/2235",0.0773388966721884,0.279306102552113,0.225776657126517,7,"apoptosis","TES-only",0.00313199105145414
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","10/2235",0.0807631999050171,0.288972242488248,0.233590266432424,10,"apoptosis","TES-only",0.00447427293064877
"GO:1904035","regulation of epithelial cell apoptotic process","10/2235",0.0807631999050171,0.288972242488248,0.233590266432424,10,"apoptosis","TES-only",0.00447427293064877
"GO:0071675","regulation of mononuclear cell migration","24/2235",0.0828020933466423,0.294995172856588,0.2384588929044,24,"migration","TES-only",0.010738255033557
"GO:0044843","cell cycle G1/S phase transition","45/2235",0.0833749459795406,0.296853705758953,0.239961235108962,45,"proliferation","TES-only",0.0201342281879195
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","28/2235",0.0842994942770951,0.299593790935755,0.242176178734637,28,"proliferation","TES-only",0.0125279642058166
"GO:0021885","forebrain cell migration","13/2235",0.0860373758778417,0.3035406048165,0.245366579646586,13,"migration","TES-only",0.0058165548098434
"GO:2000179","positive regulation of neural precursor cell proliferation","13/2235",0.0860373758778417,0.3035406048165,0.245366579646586,13,"proliferation","TES-only",0.0058165548098434
"GO:0010819","regulation of T cell chemotaxis","4/2235",0.0876604332875236,0.3035406048165,0.245366579646586,4,"migration","TES-only",0.00178970917225951
"GO:0040015","negative regulation of multicellular organism growth","4/2235",0.0876604332875236,0.3035406048165,0.245366579646586,4,"proliferation","TES-only",0.00178970917225951
"GO:0043652","engulfment of apoptotic cell","4/2235",0.0876604332875236,0.3035406048165,0.245366579646586,4,"apoptosis","TES-only",0.00178970917225951
"GO:2000288","positive regulation of myoblast proliferation","4/2235",0.0876604332875236,0.3035406048165,0.245366579646586,4,"proliferation","TES-only",0.00178970917225951
"GO:0002548","monocyte chemotaxis","8/2235",0.0885542684909835,0.305064444709803,0.246598373273587,8,"migration","TES-only",0.00357941834451902
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","12/2235",0.0917029653113635,0.310149526649484,0.250708891415028,12,"apoptosis","TES-only",0.00536912751677852
"GO:0010661","positive regulation of muscle cell apoptotic process","7/2235",0.0917050633414956,0.310149526649484,0.250708891415028,7,"apoptosis","TES-only",0.00313199105145414
"GO:0021801","cerebral cortex radial glia-guided migration","7/2235",0.0917050633414956,0.310149526649484,0.250708891415028,7,"migration","TES-only",0.00313199105145414
"GO:0022030","telencephalon glial cell migration","7/2235",0.0917050633414956,0.310149526649484,0.250708891415028,7,"migration","TES-only",0.00313199105145414
"GO:0033032","regulation of myeloid cell apoptotic process","7/2235",0.0917050633414956,0.310149526649484,0.250708891415028,7,"apoptosis","TES-only",0.00313199105145414
"GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","7/2235",0.0917050633414956,0.310149526649484,0.250708891415028,7,"apoptosis","TES-only",0.00313199105145414
"GO:0035234","ectopic germ cell programmed cell death","5/2235",0.0931431452918987,0.310149526649484,0.250708891415028,5,"apoptosis","TES-only",0.00223713646532438
"GO:0010623","programmed cell death involved in cell development","6/2235",0.093633072614353,0.310149526649484,0.250708891415028,6,"apoptosis","TES-only",0.00268456375838926
"GO:0071378","cellular response to growth hormone stimulus","6/2235",0.093633072614353,0.310149526649484,0.250708891415028,6,"proliferation","TES-only",0.00268456375838926
"GO:0072574","hepatocyte proliferation","6/2235",0.093633072614353,0.310149526649484,0.250708891415028,6,"proliferation","TES-only",0.00268456375838926
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","6/2235",0.093633072614353,0.310149526649484,0.250708891415028,6,"proliferation","TES-only",0.00268456375838926
"GO:1902742","apoptotic process involved in development","9/2235",0.0972575692325821,0.3188772761724,0.257763954278016,9,"apoptosis","TES-only",0.00402684563758389
"GO:0042098","T cell proliferation","33/2235",0.100527713608359,0.32756221288117,0.264784409468735,33,"proliferation","TES-only",0.0147651006711409
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","25/2235",0.102797089820044,0.332528232546712,0.268798683804548,25,"apoptosis","TES-only",0.0111856823266219
